pageref,Path,Domain,Method,Status,Type,mimetype,Timestamp,Time,Time-formatted,Size,Size-formatted,IsCached,Age,Age-formatted,DNS,DNS-formatted,Connect,Connect-formatted,SSL,SSL-formatted,Send,Send-formatted,Wait,Wait-formatted,Receive,Receive-formatted
"page_1","/_nuxt/institutional.Dj8srEjB.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.780","4","4 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.85","0 ms","1.36","1 ms"
"page_1","/_nuxt/C45lE9RV.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.786","2","2 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.57","0 ms","1.46","1 ms"
"page_1","/_nuxt/professional-clearing.C1p54O9W.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.791","4","3 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.80","0 ms","1.33","1 ms"
"page_1","/_nuxt/BXzpW1W-.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.799","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.65","0 ms","0.15","0 ms"
"page_1","/_nuxt/BbRWinft.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.805","2","2 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.61","1 ms","0.79","0 ms"
"page_1","/_nuxt/active-trader.DIulWsnu.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.808","4","4 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.88","0 ms","1.73","1 ms"
"page_1","/_nuxt/Ca2_h1eV.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.816","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.62","0 ms","0.24","0 ms"
"page_1","/_nuxt/BEaKSDvt.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.819","1","0 ms","510","510.0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.47","0 ms","0.15","0 ms"
"page_1","/_nuxt/PreviewBanner.CGJbOhjQ.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.821","4","4 ms","880","880.0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.94","0 ms","1.21","1 ms"
"page_1","/_nuxt/_...CI3eGEIj.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.827","6","6 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","2.29","2 ms","1.88","1 ms"
"page_1","/_ipx/f_webp&s_1200x692/https://cdn.sanity.io/images/40fnhjbe/production/c7ac4fb7ecd6aadd3ef48df99f0cfffa035a06a0-3400x1960.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.446","285","285 ms","0","0 B","","","","","","","","","","12.16","12 ms","96.43","96 ms","170.20","170 ms"
"page_1","/_ipx/f_webp&s_1200x692/https://cdn.sanity.io/images/40fnhjbe/production/4afdb660042278ce9a5e3317a8ad169459a3e2d3-3400x1960.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.448","285","285 ms","0","0 B","","","","","","","","","","22.37","22 ms","80.70","80 ms","168.31","168 ms"
"page_1","/_ipx/f_webp&s_1200x692/https://cdn.sanity.io/images/40fnhjbe/production/a9e32f0cb226eeed1bff5b0f598bdb1627174ccd-3400x1960.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.449","285","284 ms","0","0 B","","","","","","","","","","20.87","20 ms","82.26","82 ms","166.11","166 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/4569e8f3ae01462399f03c8cc932c2ece4592ac3-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.451","283","283 ms","0","0 B","","","","","","","","","","52.68","52 ms","120.40","120 ms","89.15","89 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/5c1103af00c7cb0cd7c9a800d1d87852ad5d4451-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.453","283","282 ms","0","0 B","","","","","","","","","","47.43","47 ms","121.24","121 ms","89.29","89 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.455","282","281 ms","0","0 B","","","","","","","","","","45.62","45 ms","122.22","122 ms","89.30","89 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.457","283","282 ms","0","0 B","","","","","","","","","","42.42","42 ms","123.47","123 ms","90.84","90 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.459","280","279 ms","0","0 B","","","","","","","","","","33.64","33 ms","122.66","122 ms","90.42","90 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/01e59cde84308d51f20e1cd229f1e893007ecc81-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.461","280","280 ms","0","0 B","","","","","","","","","","49.29","49 ms","102.53","102 ms","88.87","88 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.462","282","282 ms","0","0 B","","","","","","","","","","48.06","48 ms","105.77","105 ms","88.70","88 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.464","279","278 ms","0","0 B","","","","","","","","","","46.52","46 ms","102.60","102 ms","89.61","89 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/1c2fe26dcb242b4e0fc1d25de77d440ea0781403-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.465","278","277 ms","0","0 B","","","","","","","","","","38.68","38 ms","103.08","103 ms","90.18","90 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.467","278","278 ms","0","0 B","","","","","","","","","","34.10","34 ms","108.52","108 ms","86.76","86 ms"
"page_1","/_ipx/f_webp&s_400x460/https://cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.468","280","280 ms","0","0 B","","","","","","","","","","49.55","49 ms","109.60","109 ms","61.71","61 ms"
"page_1","/_ipx/f_webp&s_400x197/https://cdn.sanity.io/images/40fnhjbe/production/7ac1da1cc23f4b44534f056fb74247b33c25f9ee-750x370.png","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.473","273","273 ms","0","0 B","","","","","","","","","","49.03","49 ms","108.02","108 ms","61.02","61 ms"
"page_1","/_ipx/f_webp&s_400x220/https://cdn.sanity.io/images/40fnhjbe/production/42e336910c4d01b4406bc564f87f1199a49c6fbd-750x412.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.475","275","275 ms","0","0 B","","","","","","","","","","48.48","48 ms","114.64","114 ms","57.79","57 ms"
"page_1","/_ipx/f_webp&s_400x197/https://cdn.sanity.io/images/40fnhjbe/production/839446065e7a40668368109eeae207f5ae1c40ac-750x370.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.476","272","271 ms","0","0 B","","","","","","","","","","47.95","47 ms","108.93","108 ms","61.19","61 ms"
"page_1","/_nuxt/BcSAw6ds.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:31.478","182","182 ms","617","617.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","114.28","114 ms","64.67","64 ms"
"page_1","/_nuxt/BOVAJv9d.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:31.480","181","181 ms","900","900.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","113.75","113 ms","64.67","64 ms"
"page_1","/_ipx/f_webp&s_1200x1280/https://cdn.sanity.io/images/40fnhjbe/production/5397f03c1e6c9f7780c0732fa8fd22eb736e753e-766x640.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.482","272","272 ms","0","0 B","","","","","","","","","","47.22","47 ms","122.92","122 ms","53.87","53 ms"
"page_1","/_ipx/f_webp&s_1200x1008/https://cdn.sanity.io/images/40fnhjbe/production/6128dde31dbfb727f213b6273052f31502d58e6a-766x504.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.483","272","272 ms","0","0 B","","","","","","","","","","46.56","46 ms","123.71","123 ms","54.57","54 ms"
"page_1","/_ipx/f_webp&s_1200x1020/https://cdn.sanity.io/images/40fnhjbe/production/add08decb54af68cf3fe7e7eace3e90db05abb6c-766x510.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.485","266","266 ms","0","0 B","","","","","","","","","","45.92","45 ms","120.53","120 ms","52.95","52 ms"
"page_1","/_ipx/f_webp&s_1200x1280/https://cdn.sanity.io/images/40fnhjbe/production/9db84ba3f4b6dad95c5e0cb23924052f8b5c9324-766x640.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.486","266","265 ms","0","0 B","","","","","","","","","","45.10","45 ms","121.73","121 ms","52.82","52 ms"
"page_1","/_ipx/f_webp&s_1200x1040/https://cdn.sanity.io/images/40fnhjbe/production/df109041ec23c61e4a5c9dc67d91e0e3b5a5008d-766x520.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.488","269","269 ms","0","0 B","","","","","","","","","","43.75","43 ms","124.44","124 ms","55.21","55 ms"
"page_1","/_ipx/f_webp&s_1200x1008/https://cdn.sanity.io/images/40fnhjbe/production/a406164e87390d581fc797d10fb30be038f8c1d2-766x504.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:52:31.490","263","262 ms","0","0 B","","","","","","","","","","43.10","43 ms","122.39","122 ms","53.12","53 ms"
"page_1","/_ipx/w_1700&f_webp/imgs/misc/get-in-touch-dark.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.493","240","239 ms","56974","55.6 KB","true","330992","5 min 30 s","","","","","","","42.23","42 ms","125.40","125 ms","29.99","29 ms"
"page_1","/imgs/misc/get-in-touch-dark.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.494","363","362 ms","469601","458.6 KB","true","334147","5 min 34 s","","","","","","","40.62","40 ms","131.95","131 ms","147.74","147 ms"
"page_1","/_ipx/f_webp&s_1200x692/https:/cdn.sanity.io/images/40fnhjbe/production/c7ac4fb7ecd6aadd3ef48df99f0cfffa035a06a0-3400x1960.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.731","297","297 ms","16372","16.0 KB","true","331988","5 min 31 s","","","","","","","49.22","49 ms","192.56","192 ms","6.31","6 ms"
"page_1","/_ipx/f_webp&s_1200x692/https:/cdn.sanity.io/images/40fnhjbe/production/4afdb660042278ce9a5e3317a8ad169459a3e2d3-3400x1960.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.733","135","135 ms","14566","14.2 KB","true","331988","5 min 31 s","","","","","","","46.59","46 ms","32.33","32 ms","5.84","5 ms"
"page_1","/_ipx/f_webp&s_1200x692/https:/cdn.sanity.io/images/40fnhjbe/production/a9e32f0cb226eeed1bff5b0f598bdb1627174ccd-3400x1960.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.734","133","132 ms","40258","39.3 KB","true","331988","5 min 31 s","","","","","","","46.10","46 ms","31.18","31 ms","5.26","5 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/4569e8f3ae01462399f03c8cc932c2ece4592ac3-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.735","245","245 ms","16204","15.8 KB","true","331988","5 min 31 s","","","","","","","46.46","46 ms","129.76","129 ms","19.35","19 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/5c1103af00c7cb0cd7c9a800d1d87852ad5d4451-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.736","214","213 ms","21140","20.6 KB","true","331988","5 min 31 s","","","","","","","45.95","45 ms","101.20","101 ms","17.53","17 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.737","294","293 ms","15020","14.7 KB","true","331988","5 min 31 s","","","","","","","45.23","45 ms","193.75","193 ms","5.99","5 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.739","238","237 ms","15624","15.3 KB","true","331988","5 min 31 s","","","","","","","44.68","44 ms","128.54","128 ms","16.98","16 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.740","188","188 ms","18414","18.0 KB","true","331988","5 min 31 s","","","","","","","44.03","44 ms","46.21","46 ms","51.13","51 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/01e59cde84308d51f20e1cd229f1e893007ecc81-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.741","189","188 ms","9576","9.4 KB","true","331988","5 min 31 s","","","","","","","37.98","37 ms","47.47","47 ms","51.31","51 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.742","194","193 ms","10516","10.3 KB","true","331988","5 min 31 s","","","","","","","36.93","36 ms","51.92","51 ms","53.52","53 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/1c2fe26dcb242b4e0fc1d25de77d440ea0781403-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.743","199","198 ms","10672","10.4 KB","true","331988","5 min 31 s","","","","","","","34.70","34 ms","53.76","53 ms","57.76","57 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.744","238","238 ms","14298","14.0 KB","true","331988","5 min 31 s","","","","","","","32.62","32 ms","132.46","132 ms","19.52","19 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.745","190","189 ms","19140","18.7 KB","true","331988","5 min 31 s","","","","","","","31.63","31 ms","49.94","49 ms","54.47","54 ms"
"page_1","/_ipx/f_webp&s_400x197/https:/cdn.sanity.io/images/40fnhjbe/production/7ac1da1cc23f4b44534f056fb74247b33c25f9ee-750x370.png","www.clearstreet.io","GET","200","Img","image/png","2025-01-27 10:52:31.746","235","235 ms","2048","2.0 KB","true","331988","5 min 31 s","","","","","","","30.76","30 ms","131.09","131 ms","19.79","19 ms"
"page_1","/_ipx/f_webp&s_400x197/https:/cdn.sanity.io/images/40fnhjbe/production/839446065e7a40668368109eeae207f5ae1c40ac-750x370.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.747","238","238 ms","1210","1.2 KB","true","331988","5 min 31 s","","","","","","","22.73","22 ms","129.13","129 ms","19.74","19 ms"
"page_1","/_ipx/f_webp&s_400x460/https:/cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.749","241","241 ms","22480","22.0 KB","true","331988","5 min 31 s","","","","","","","22.00","21 ms","132.36","132 ms","20.42","20 ms"
"page_1","/_ipx/f_webp&s_400x220/https:/cdn.sanity.io/images/40fnhjbe/production/42e336910c4d01b4406bc564f87f1199a49c6fbd-750x412.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.750","250","249 ms","7466","7.3 KB","true","331988","5 min 31 s","","","","","","","21.50","21 ms","153.63","153 ms","8.94","8 ms"
"page_1","/_ipx/f_webp&s_1200x1020/https:/cdn.sanity.io/images/40fnhjbe/production/add08decb54af68cf3fe7e7eace3e90db05abb6c-766x510.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.751","266","265 ms","39190","38.3 KB","true","331988","5 min 31 s","","","","","","","21.07","21 ms","172.53","172 ms","7.12","7 ms"
"page_1","/_ipx/f_webp&s_1200x1280/https:/cdn.sanity.io/images/40fnhjbe/production/9db84ba3f4b6dad95c5e0cb23924052f8b5c9324-766x640.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.752","255","255 ms","61806","60.4 KB","true","331988","5 min 31 s","","","","","","","20.09","20 ms","158.74","158 ms","10.62","10 ms"
"page_1","/_ipx/f_webp&s_1200x1008/https:/cdn.sanity.io/images/40fnhjbe/production/a406164e87390d581fc797d10fb30be038f8c1d2-766x504.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.753","274","273 ms","30580","29.9 KB","true","331988","5 min 31 s","","","","","","","11.56","11 ms","180.06","180 ms","8.62","8 ms"
"page_1","/_ipx/f_webp&s_1200x1280/https:/cdn.sanity.io/images/40fnhjbe/production/5397f03c1e6c9f7780c0732fa8fd22eb736e753e-766x640.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.754","244","244 ms","75998","74.2 KB","true","331988","5 min 31 s","","","","","","","10.33","10 ms","129.26","129 ms","31.07","31 ms"
"page_1","/_ipx/f_webp&s_1200x1008/https:/cdn.sanity.io/images/40fnhjbe/production/6128dde31dbfb727f213b6273052f31502d58e6a-766x504.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.756","246","245 ms","27484","26.8 KB","true","331988","5 min 31 s","","","","","","","14.48","14 ms","149.38","149 ms","9.43","9 ms"
"page_1","/_ipx/f_webp&s_1200x1040/https:/cdn.sanity.io/images/40fnhjbe/production/df109041ec23c61e4a5c9dc67d91e0e3b5a5008d-766x520.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:52:31.757","262","262 ms","19852","19.4 KB","true","331988","5 min 31 s","","","","","","","13.68","13 ms","169.11","169 ms","7.46","7 ms"
"page_1","/_nuxt/BI5kbVZj.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:59.663","89","88 ms","0","0 B","true","332007","5 min 32 s","","","","","","","10.64","10 ms","69.41","69 ms","2.88","2 ms"
"page_1","/_nuxt/_...DFo-pRAY.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:59.665","45","45 ms","58","58.0 B","true","332007","5 min 32 s","","","","","","","7.44","7 ms","30.83","30 ms","1.75","1 ms"
"page_1","/about/team/ed-tilly/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:52:59.671","66","65 ms","0","0 B","true","332007","5 min 32 s","","","","","","","2.38","2 ms","40.74","40 ms","9.97","9 ms"
"page_1","/about/team/atul-pawar/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:52:59.672","73","72 ms","0","0 B","true","332007","5 min 32 s","","","","","","","1.36","1 ms","42.92","42 ms","16.73","16 ms"
"page_1","/about/team/andy-volz/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:52:59.783","92","91 ms","0","0 B","true","332007","5 min 32 s","","","","","","","1.73","1 ms","57.29","57 ms","6.55","6 ms"
"page_1","/about/team/christy-moccia/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:52:59.982","69","68 ms","0","0 B","true","332006","5 min 32 s","","","","","","","10.18","10 ms","37.28","37 ms","3.08","3 ms"
"page_1","/about/team/chris-smith/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:52:59.984","83","82 ms","0","0 B","true","332006","5 min 32 s","","","","","","","7.87","7 ms","53.46","53 ms","2.42","2 ms"
"page_1","/about/team/jon-daplyn/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:00.022","59","58 ms","0","0 B","true","332006","5 min 32 s","","","","","","","0.98","0 ms","48.10","48 ms","2.05","2 ms"
"page_1","/about/team/tania-zivkovic/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:00.264","80","79 ms","0","0 B","true","332005","5 min 32 s","","","","","","","1.82","1 ms","54.39","54 ms","7.45","7 ms"
"page_1","/about/team/kenneth-sicklick/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:00.267","81","81 ms","0","0 B","true","332005","5 min 32 s","","","","","","","0.98","0 ms","63.34","63 ms","2.70","2 ms"
"page_1","/about/team/steve-bisgay/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:00.329","51","50 ms","0","0 B","true","332005","5 min 32 s","","","","","","","2.85","2 ms","30.94","30 ms","3.74","3 ms"
"page_1","/data/team/ed-tilly.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:01.764","53","53 ms","0","0 B","true","278284","4 min 38 s","","","","","","","2.08","2 ms","30.57","30 ms","1.65","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/4569e8f3ae01462399f03c8cc932c2ece4592ac3-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:01.855","155","154 ms","0","0 B","","","","","","","","","","1.80","1 ms","139.82","139 ms","1.25","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/4569e8f3ae01462399f03c8cc932c2ece4592ac3-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:02.010","80","80 ms","108094","105.6 KB","true","414","414 ms","","","","","","","2.66","2 ms","50.17","50 ms","25.10","25 ms"
"page_1","/data/team/andy-volz.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:06.077","218","217 ms","0","0 B","true","278281","4 min 38 s","","","","","","","4.10","4 ms","29.19","29 ms","15.15","15 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/5c1103af00c7cb0cd7c9a800d1d87852ad5d4451-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:06.409","87","87 ms","0","0 B","","","","","","","","","","2.09","2 ms","31.59","31 ms","2.21","2 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/5c1103af00c7cb0cd7c9a800d1d87852ad5d4451-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:06.495","203","202 ms","208346","203.5 KB","true","267279","4 min 27 s","","","","","","","3.11","3 ms","42.44","42 ms","154.12","154 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/5c1103af00c7cb0cd7c9a800d1d87852ad5d4451-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:13.016","32","32 ms","0","0 B","","","","","","","","","","0.74","0 ms","25.60","25 ms","3.44","3 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/5c1103af00c7cb0cd7c9a800d1d87852ad5d4451-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:13.048","78","77 ms","95436","93.2 KB","true","321961","5 min 21 s","","","","","","","0.68","0 ms","50.98","50 ms","23.56","23 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/4569e8f3ae01462399f03c8cc932c2ece4592ac3-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:15.852","34","33 ms","0","0 B","","","","","","","","","","0.82","0 ms","23.93","23 ms","1.76","1 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/4569e8f3ae01462399f03c8cc932c2ece4592ac3-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:15.886","60","60 ms","53662","52.4 KB","true","321964","5 min 21 s","","","","","","","0.77","0 ms","42.15","42 ms","13.33","13 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:20.232","35","35 ms","0","0 B","","","","","","","","","","3.16","3 ms","26.84","26 ms","2.02","2 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:20.267","116","115 ms","76588","74.8 KB","true","321968","5 min 21 s","","","","","","","3.54","3 ms","89.85","89 ms","19.91","19 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:22.811","41","41 ms","0","0 B","","","","","","","","","","0.71","0 ms","31.10","31 ms","5.48","5 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:53:22.852","64","63 ms","0","0 B","","","","","","","","","","1.61","1 ms","48.62","48 ms","3.55","3 ms"
