pageref,Path,Domain,Method,Status,Type,mimetype,Timestamp,Time,Time-formatted,Size,Size-formatted,IsCached,Age,Age-formatted,DNS,DNS-formatted,Connect,Connect-formatted,SSL,SSL-formatted,Send,Send-formatted,Wait,Wait-formatted,Receive,Receive-formatted
"page_1","/imgs/home/header/webp/ct_header_end42.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.103","514","514 ms","0","0 B","","","","","","","","","","61.28","61 ms","97.70","97 ms","0.78","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end43.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.113","501","501 ms","0","0 B","","","","","","","","","","60.76","60 ms","94.28","94 ms","0.96","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end44.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.115","501","501 ms","0","0 B","","","","","","","","","","60.30","60 ms","95.66","95 ms","0.87","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end45.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.116","503","503 ms","0","0 B","","","","","","","","","","59.92","59 ms","98.15","98 ms","0.83","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end46.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.117","505","505 ms","0","0 B","","","","","","","","","","59.24","59 ms","99.68","99 ms","2.42","2 ms"
"page_1","/imgs/home/header/webp/ct_header_end47.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.120","508","507 ms","0","0 B","","","","","","","","","","58.64","58 ms","106.62","106 ms","0.80","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end48.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.128","497","496 ms","0","0 B","","","","","","","","","","61.37","61 ms","99.64","99 ms","1.50","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end49.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.129","497","497 ms","0","0 B","","","","","","","","","","60.75","60 ms","101.72","101 ms","0.79","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end50.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.130","723","722 ms","0","0 B","","","","","","","","","","3.41","3 ms","38.71","38 ms","0.97","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end51.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.132","770","769 ms","0","0 B","","","","","","","","","","2.44","2 ms","35.83","35 ms","1.41","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end52.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.133","799","798 ms","0","0 B","","","","","","","","","","1.84","1 ms","56.32","56 ms","0.78","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end53.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.135","778","778 ms","0","0 B","","","","","","","","","","3.39","3 ms","35.71","35 ms","1.92","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end54.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.136","847","847 ms","0","0 B","","","","","","","","","","1.92","1 ms","117.55","117 ms","1.06","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end55.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.150","775","774 ms","0","0 B","","","","","","","","","","1.28","1 ms","44.90","44 ms","1.34","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end56.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.151","775","774 ms","0","0 B","","","","","","","","","","0.81","0 ms","46.81","46 ms","0.85","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end57.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.153","775","774 ms","0","0 B","","","","","","","","","","1.62","1 ms","44.43","44 ms","0.81","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end58.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.159","792","792 ms","0","0 B","","","","","","","","","","1.07","1 ms","65.41","65 ms","1.12","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end59.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.160","769","769 ms","0","0 B","","","","","","","","","","1.76","1 ms","41.59","41 ms","0.78","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end60.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.162","769","769 ms","0","0 B","","","","","","","","","","2.58","2 ms","41.10","41 ms","0.83","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end61.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.164","796","795 ms","0","0 B","","","","","","","","","","0.80","0 ms","39.95","39 ms","1.50","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end62.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.166","138","137 ms","0","0 B","","","","","","","","","","30.55","30 ms","62.03","62 ms","1.93","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end63.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.167","126","126 ms","0","0 B","","","","","","","","","","31.17","31 ms","52.98","52 ms","0.81","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end64.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.169","129","129 ms","0","0 B","","","","","","","","","","30.06","30 ms","57.91","57 ms","0.77","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end65.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.177","124","123 ms","0","0 B","","","","","","","","","","28.23","28 ms","60.72","60 ms","0.74","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end66.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.179","116","115 ms","0","0 B","","","","","","","","","","27.11","27 ms","54.56","54 ms","0.80","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end67.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.181","115","115 ms","0","0 B","","","","","","","","","","27.63","27 ms","56.02","56 ms","0.82","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end68.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.183","117","116 ms","0","0 B","","","","","","","","","","20.07","20 ms","59.30","59 ms","0.78","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end69.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.184","213","212 ms","0","0 B","","","","","","","","","","30.28","30 ms","129.82","129 ms","1.79","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end70.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.185","209","209 ms","0","0 B","","","","","","","","","","28.84","28 ms","127.34","127 ms","1.06","1 ms"
"page_1","/imgs/home/header/webp/ct_header_end71.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.186","242","242 ms","0","0 B","","","","","","","","","","21.20","21 ms","141.90","141 ms","0.79","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end72.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.189","241","241 ms","0","0 B","","","","","","","","","","47.59","47 ms","112.36","112 ms","0.86","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end73.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.191","244","244 ms","0","0 B","","","","","","","","","","47.91","47 ms","116.76","116 ms","0.92","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end74.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.193","239","238 ms","0","0 B","","","","","","","","","","47.10","47 ms","113.58","113 ms","0.88","0 ms"
"page_1","/imgs/home/header/webp/ct_header_end75.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.194","249","249 ms","0","0 B","","","","","","","","","","37.91","37 ms","122.16","122 ms","2.98","2 ms"
"page_1","/imgs/home/header/webp/ct_header_end76.webp","www.clearstreet.io","GET","304","Img","image/webp","2025-01-27 10:51:37.195","241","241 ms","0","0 B","","","","","","","","","","36.82","36 ms","118.27","118 ms","0.78","0 ms"
"page_1","/_ipx/f_webp&s_1200x1551/https://cdn.sanity.io/images/40fnhjbe/production/2faafdbd88ddafaa151dde7c43176b9db1e72fde-996x1287.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:51:37.198","932","932 ms","0","0 B","","","","","","","","","","34.95","34 ms","149.59","149 ms","664.68","664 ms"
"page_1","/_ipx/f_webp&s_1200x1551/https://cdn.sanity.io/images/40fnhjbe/production/be207c7529f1a657c8dab3a9cb8ef1f14313af3c-996x1287.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:51:37.200","943","942 ms","0","0 B","","","","","","","","","","37.31","37 ms","157.56","157 ms","666.31","666 ms"
"page_1","/_ipx/f_webp&s_1200x1551/https://cdn.sanity.io/images/40fnhjbe/production/e15cd7cb91296c65d7cdb93fdfd2ff8066869541-996x1287.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:51:37.203","947","947 ms","0","0 B","","","","","","","","","","36.42","36 ms","158.57","158 ms","671.68","671 ms"
"page_1","/_ipx/w_1700&f_webp/imgs/misc/get-in-touch-light.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:51:37.249","362","361 ms","0","0 B","","","","","","","","","","33.30","33 ms","125.49","125 ms","0.97","0 ms"
"page_1","/imgs/misc/get-in-touch-light.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:51:37.251","356","356 ms","0","0 B","","","","","","","","","","33.26","33 ms","121.51","121 ms","0.88","0 ms"
"page_1","/_ipx/f_webp&s_3200x1994/https:/cdn.sanity.io/images/40fnhjbe/production/06b5dcf02c1a7aca49ba4db9fa824d24f4da5032-2228x1388.png","www.clearstreet.io","GET","304","Img","image/png","2025-01-27 10:51:37.428","276","276 ms","0","0 B","","","","","","","","","","37.44","37 ms","55.06","55 ms","4.96","4 ms"
"page_1","/_ipx/f_webp&s_1200x1551/https:/cdn.sanity.io/images/40fnhjbe/production/2faafdbd88ddafaa151dde7c43176b9db1e72fde-996x1287.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:51:38.131","67","66 ms","0","0 B","","","","","","","","","","3.25","3 ms","45.32","45 ms","10.42","10 ms"
"page_1","/_ipx/f_webp&s_1200x1551/https:/cdn.sanity.io/images/40fnhjbe/production/be207c7529f1a657c8dab3a9cb8ef1f14313af3c-996x1287.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:51:38.143","123","123 ms","0","0 B","","","","","","","","","","0.70","0 ms","112.24","112 ms","6.27","6 ms"
"page_1","/_ipx/f_webp&s_1200x1551/https:/cdn.sanity.io/images/40fnhjbe/production/e15cd7cb91296c65d7cdb93fdfd2ff8066869541-996x1287.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:51:38.150","66","66 ms","0","0 B","","","","","","","","","","2.34","2 ms","45.64","45 ms","12.37","12 ms"
"page_1","/data/blog/index.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:51:38.925","51","51 ms","0","0 B","","","","","","","","","","0.91","0 ms","31.76","31 ms","1.87","1 ms"
"page_1","/data/spotify/index.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:51:38.928","58","58 ms","0","0 B","","","","","","","","","","4.34","4 ms","41.58","41 ms","2.10","2 ms"
"page_1","/data/pressReleases/index.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:51:38.930","49","49 ms","0","0 B","","","","","","","","","","1.26","1 ms","30.62","30 ms","1.29","1 ms"
"page_1","/data/team/index.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:51:38.933","63","63 ms","0","0 B","","","","","","","","","","0.87","0 ms","46.46","46 ms","2.13","2 ms"
"page_1","/data/contact/index.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:51:38.936","55","55 ms","0","0 B","","","","","","","","","","0.64","0 ms","43.57","43 ms","3.13","3 ms"
"page_1","/_nuxt/builds/meta/c20dd479-76dc-4bc2-8874-7b04417cffb3.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:51:41.541","294","293 ms","0","0 B","true","334929","5 min 34 s","","","","","","","0.00","0 ms","283.81","283 ms","5.38","5 ms"
"page_1","/_nuxt/Zxx5eq9T.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.180","11","11 ms","440","440.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","2.99","2 ms","4.46","4 ms"
"page_1","/_nuxt/DldN869Q.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.184","18","18 ms","0","0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","8.20","8 ms","3.55","3 ms"
"page_1","/_nuxt/Kguy9iHY.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.192","17","16 ms","735","735.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","7.69","7 ms","5.03","5 ms"
"page_1","/_nuxt/BxyLtFOd.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.198","17","16 ms","580","580.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","9.30","9 ms","1.81","1 ms"
"page_1","/_nuxt/IKnuQksO.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.202","22","22 ms","0","0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","9.40","9 ms","4.95","4 ms"
"page_1","/_nuxt/2nrLJKQO.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.210","21","20 ms","787","787.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","12.69","12 ms","4.99","4 ms"
"page_1","/_nuxt/Bmocd6D6.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.212","20","20 ms","943","943.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","12.64","12 ms","4.22","4 ms"
"page_1","/_nuxt/CLTb4NPC.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.218","20","19 ms","0","0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","9.38","9 ms","2.34","2 ms"
"page_1","/_nuxt/C4rzYQQt.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.225","17","17 ms","314","314.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","8.79","8 ms","3.25","3 ms"
"page_1","/_nuxt/zYpVYToJ.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.228","15","15 ms","543","543.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","7.83","7 ms","3.07","3 ms"
"page_1","/_nuxt/ChD791fx.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.836","5","5 ms","561","561.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","0.99","0 ms","1.60","1 ms"
"page_1","/_nuxt/Ct1a3lhX.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.839","6","5 ms","773","773.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","0.73","0 ms","1.56","1 ms"
"page_1","/_nuxt/B6DO_-9L.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.842","6","6 ms","903","903.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","2.13","2 ms","1.72","1 ms"
"page_1","/_nuxt/BQwTJ5nV.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.844","7","7 ms","0","0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","2.73","2 ms","2.30","2 ms"
"page_1","/_nuxt/C6-kAyjz.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.846","9","8 ms","559","559.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","4.79","4 ms","1.88","1 ms"
"page_1","/_nuxt/Cy-oz-J_.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.848","13","13 ms","559","559.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","7.43","7 ms","3.65","3 ms"
"page_1","/_nuxt/BkuPnHZB.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:44.850","12","11 ms","704","704.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","8.07","8 ms","1.38","1 ms"
"page_1","/_nuxt/Cyb05a3M.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:46.173","1","1 ms","0","0 B","true","334931","5 min 34 s","","","","","","","0.00","0 ms","1.14","1 ms","0.05","0 ms"
"page_1","/_nuxt/5k4Fl3l9.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:46.220","3","3 ms","0","0 B","true","334931","5 min 34 s","","","","","","","0.00","0 ms","3.21","3 ms","0.05","0 ms"
"page_1","/_nuxt/Globe.D1sME5PJ.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:51:46.224","4","4 ms","120","120.0 B","true","334931","5 min 34 s","","","","","","","0.00","0 ms","0.60","0 ms","0.83","0 ms"
"page_1","/_nuxt/CVzztNyd.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:48.164","2","1 ms","0","0 B","true","334931","5 min 34 s","","","","","","","0.00","0 ms","1.69","1 ms","0.05","0 ms"
"page_1","/_nuxt/BqfMDtoE.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:51:48.169","2","2 ms","0","0 B","true","334931","5 min 34 s","","","","","","","0.00","0 ms","1.92","1 ms","0.14","0 ms"
"page_1","/lotties/scroll-btn.riv","www.clearstreet.io","GET","304","Other","application/octet-stream","2025-01-27 10:51:49.362","43","43 ms","0","0 B","","","","","","","","","","0.83","0 ms","34.27","34 ms","2.98","2 ms"
"page_1","/icon.png","www.clearstreet.io","GET","304","Img","image/png","2025-01-27 10:51:53.885","60","59 ms","0","0 B","","","","","","","","","","4.80","4 ms","42.03","42 ms","6.05","6 ms"
"NoPageRef","/globe/world.png","www.clearstreet.io","GET","200","Img","image/png","2025-01-27 10:51:55.782","59","58 ms","13232","12.9 KB","true","334933","5 min 34 s","","","","","","","0.82","0 ms","52.97","52 ms","2.13","2 ms"
"NoPageRef","/globe/noise3d.png","www.clearstreet.io","GET","200","Img","image/png","2025-01-27 10:51:55.784","41","41 ms","80902","79.0 KB","true","334933","5 min 34 s","","","","","","","0.79","0 ms","32.81","32 ms","2.46","2 ms"
"NoPageRef","/globe/glow.png","www.clearstreet.io","GET","200","Img","image/png","2025-01-27 10:51:56.600","176","175 ms","8473","8.3 KB","true","334933","5 min 34 s","","","","","","","12.24","12 ms","69.54","69 ms","29.61","29 ms"
"NoPageRef","/globe/world.geojson.gz","www.clearstreet.io","GET","200","Other","application/gzip","2025-01-27 10:51:56.629","165","164 ms","79238","77.4 KB","true","335372","5 min 35 s","","","","","","","6.34","6 ms","58.82","58 ms","43.44","43 ms"
"page_1","/_nuxt/CNIb9Gc6.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.152","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.58","0 ms","0.14","0 ms"
"page_1","/_nuxt/DHB6W8pC.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.155","1","1 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.07","1 ms","0.07","0 ms"
"page_1","/_nuxt/DN9yool-.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.159","1","0 ms","859","859.0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.51","0 ms","0.12","0 ms"
"page_1","/_nuxt/BvVYaSzu.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.162","1","1 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.32","1 ms","0.08","0 ms"
"page_1","/_nuxt/D9H4mYkS.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.166","2","1 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.52","1 ms","0.07","0 ms"
"page_1","/_nuxt/ScrollingGroupList.BJPvc3UN.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.169","14","13 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","8.35","8 ms","2.18","2 ms"
"page_1","/_nuxt/index.CJtUG0ir.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.174","9","8 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","2.75","2 ms","2.07","2 ms"
"page_1","/_nuxt/BFWlKANr.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.185","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.55","0 ms","0.08","0 ms"
"page_1","/_nuxt/Dpp2GQbX.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.189","2","1 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.53","1 ms","0.07","0 ms"
"page_1","/_nuxt/PhotosLoop.miwZ5TMO.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.192","4","3 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.82","0 ms","1.39","1 ms"
"page_1","/_nuxt/DJkI4ohO.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.197","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.90","0 ms","0.07","0 ms"
"page_1","/_nuxt/BlogList.BTSuv-bn.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.199","4","4 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.70","0 ms","1.66","1 ms"
"page_1","/_nuxt/careers.Ciy_eiAR.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.203","8","7 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.23","1 ms","1.41","1 ms"
"page_1","/_nuxt/3yBZXba_.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.212","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.49","0 ms","0.12","0 ms"
"page_1","/_nuxt/contact.BetDPuHN.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.214","4","3 ms","64","64.0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.71","0 ms","1.11","1 ms"
"page_1","/_nuxt/C-oB7KUk.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.230","1","1 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.13","1 ms","0.07","0 ms"
"page_1","/_nuxt/index.d2RJEZ9e.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.233","4","4 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.78","0 ms","1.40","1 ms"
"page_1","/_nuxt/pZCcdTMR.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.240","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.82","0 ms","0.09","0 ms"
"page_1","/_nuxt/BWRavWXP.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.245","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.51","0 ms","0.12","0 ms"
"page_1","/_nuxt/NewsComponents.D2TR9826.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.248","4","4 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.81","0 ms","1.50","1 ms"
"page_1","/_nuxt/index.BuXNgv8G.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.251","6","6 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","2.00","1 ms","1.72","1 ms"
"page_1","/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.286","46","46 ms","0","0 B","","","","","","","","","","1.40","1 ms","36.59","36 ms","3.22","3 ms"
"page_1","/studio/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.293","67","66 ms","0","0 B","","","","","","","","","","2.73","2 ms","44.55","44 ms","15.53","15 ms"
"page_1","/careers/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.296","199","199 ms","0","0 B","","","","","","","","","","1.90","1 ms","182.70","182 ms","8.23","8 ms"
"page_1","/about/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.302","59","59 ms","0","0 B","","","","","","","","","","0.96","0 ms","35.34","35 ms","14.10","14 ms"
"page_1","/news/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.311","59","59 ms","0","0 B","","","","","","","","","","2.22","2 ms","44.49","44 ms","6.73","6 ms"
"page_1","/institutional/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.314","55","55 ms","0","0 B","","","","","","","","","","4.96","4 ms","39.67","39 ms","4.54","4 ms"
"page_1","/professional-clearing/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.316","80","80 ms","0","0 B","","","","","","","","","","0.74","0 ms","55.81","55 ms","14.11","14 ms"
"page_1","/active-trader/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.325","73","72 ms","0","0 B","","","","","","","","","","4.93","4 ms","43.61","43 ms","14.25","14 ms"
"page_1","/legal/regulatory-disclosures/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.331","69","68 ms","0","0 B","","","","","","","","","","4.22","4 ms","44.14","44 ms","14.58","14 ms"
"page_1","/legal/privacy-policy/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.333","92","91 ms","0","0 B","","","","","","","","","","2.76","2 ms","61.08","61 ms","12.43","12 ms"
"page_1","/legal/security/_payload.json","www.clearstreet.io","GET","304","Fetch/XHR","application/json","2025-01-27 10:52:00.367","130","129 ms","0","0 B","","","","","","","","","","7.58","7 ms","95.96","95 ms","6.73","6 ms"
"page_1","/_nuxt/DeC39407.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.767","1","0 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","0.62","0 ms","0.14","0 ms"
"page_1","/_nuxt/Tf2Tavtl.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:52:00.772","1","1 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.27","1 ms","0.13","0 ms"
"page_1","/_nuxt/ScrollableSections.DNVJaf-f.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:52:00.775","5","4 ms","0","0 B","true","334936","5 min 34 s","","","","","","","0.00","0 ms","1.19","1 ms","1.43","1 ms"
